N6705B Exported scope view data

"Scope.offset: -401"
"Scope.points: 8192"
"Scope.tint: 0.00292864"


Voltage 1,Current 1
3.30162,0.000926882
3.30105,0.00093117
3.29914,0.0009376
3.30048,0.00093117
3.2999,0.000935458
3.30009,0.000925813
3.30105,0.000920456
3.29952,0.000950459
3.30048,0.000940815
3.30086,0.000952601
3.30048,0.000942957
3.30029,0.000941884
3.2999,0.000940815
3.30048,0.000951529
3.30029,0.000967603
3.30048,0.000964388
3.30029,0.000986889
3.30067,0.000941884
3.29952,0.000976175
3.30067,0.000971887
3.29933,0.000968672
3.2999,0.00097939
3.2999,0.0170376
3.29971,0.0174844
3.2999,0.0190456
3.29971,0.00404401
3.29933,0.00392292
3.2999,0.00389399
3.30009,0.00387577
3.30009,0.00518949
3.30086,0.0266793
3.29952,0.0251802
3.29971,0.0268765
3.29971,0.0255027
3.2999,0.0253731
3.30029,0.0256024
3.30029,0.0262582
3.29914,0.0268518
3.29933,0.0254545
3.30124,0.0265261
3.30124,0.0262625
3.30009,0.0258531
3.30086,0.0266782
3.30105,0.0201579
3.30029,0.0253227
3.29952,0.0262132
3.30105,0.0259507
3.30086,0.0201332
3.29971,0.0252574
3.29971,0.0253763
3.2999,0.0267082
3.2999,0.0255649
3.2999,0.0168586
3.2999,0.0240905
3.29933,0.0237165
3.29952,0.023649
3.30086,0.0165307
3.30009,0.0239522
3.30067,0.022721
3.30029,0.0238804
3.29971,0.0233061
3.30048,0.0225539
3.30009,0.0227125
3.2999,0.0235043
3.30048,0.0232246
3.30009,0.0241869
3.29952,0.0634901
3.30029,0.0630154
3.30086,0.0636047
3.30009,0.0636872
3.29952,0.0636894
3.30009,0.0637354
3.30029,0.0640676
3.2999,0.0641373
3.30067,0.0639187
3.30009,0.0643377
3.2999,0.0642476
3.30086,0.064223
3.30029,0.0643312
3.30009,0.0641416
3.29895,0.0644244
3.29952,0.0647566
3.30029,0.0644984
3.30029,0.064582
3.30067,0.0642969
3.30029,0.0646345
3.29971,0.0645134
3.29933,0.0646345
3.29952,0.0645916
3.30029,0.0644705
3.30029,0.0644587
3.30143,0.0645745
3.29971,0.0643441
3.29971,0.0644791
3.30048,0.064598
3.30067,0.0644748
3.30048,0.0646088
3.2999,0.0646559
3.29952,0.0645787
3.30048,0.0643934
3.30048,0.064508
3.29971,0.0643902
3.30105,0.055117
3.30067,0.0644855
3.29971,0.0647127
3.2999,0.0646773
3.29971,0.0646645
3.2999,0.0644909
3.29952,0.0646902
3.29895,0.0645959
3.30029,0.0646098
3.29971,0.0644127
3.29952,0.0645927
